"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"010111","Type 1","01","01","11","Horses; live, pure-bred breeding animals","Les chevaux ; animaux reproducteurs vivants de race pure"
"030569","Type 1","03","05","69","Fish; salted or in brine, but not dried or smoked, n.e.s. in item no. 0305.6","Poisson ; salé ou en saumure, mais non séché ni fumé, n.d.a. dans l'article no. 0305.6"
"030611","Type 1","03","06","11","Crustaceans; rock lobsters and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; langoustes et autres écrevisses de mer (palinurus spp., panulirus spp., jasus spp.), congelées (même décortiquées, même cuites à la vapeur ou à l'eau bouillante)"
"030612","Type 1","03","06","12","Crustaceans; lobsters (homarus spp.), frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; homards (homarus spp.), congelés (même décortiqués, même cuits à la vapeur ou bouillis dans l'eau)"
"030613","Type 1","03","06","13","Crustaceans; shrimps and prawns, frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; crevettes et gambas, congelées (même décortiquées, même cuites à la vapeur ou bouillies dans l'eau)"
"030614","Type 1","03","06","14","Crustaceans; crabs, frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; crabes, congelés (même décortiqués, même cuits à la vapeur ou bouillis dans l'eau)"
"030619","Type 1","03","06","19","Crustaceans; frozen, n.e.s. in item no. 0306.1 (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; congelé, n.d.a. dans l'article no. 0306.1 (même décortiqués, même cuits à la vapeur ou à l'eau bouillante)"
"030621","Type 1","03","06","21","Crustaceans; rock lobster and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; langoustes et autres écrevisses de mer (palinurus spp., panulirus spp., jasus spp.), non congelées, (même décortiquées, même cuites à la vapeur ou à l'eau bouillante)"
"030622","Type 1","03","06","22","Crustaceans; lobsters (homarus spp.), not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; homards (homarus spp.), non congelés, (même décortiqués, même cuits à la vapeur ou à l'eau bouillante)"
"030623","Type 1","03","06","23","Crustaceans; shrimps and prawns, not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; crevettes et gambas, non congelées, (même décortiquées, même cuites à la vapeur ou à l'eau bouillante)"
"030624","Type 1","03","06","24","Crustaceans; crabs, not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; crabes, non congelés, (même décortiqués, même cuits à la vapeur ou bouillis dans l'eau)"
"030629","Type 1","03","06","29","Crustaceans; not frozen, n.e.s. in heading no. 0306, (whether in shell or not, whether or not cooked by steaming or by boiling in water)","Crustacés ; non congelé, n.d.a. dans la rubrique no. 0306, (même décortiqués, même cuits à la vapeur ou à l'eau bouillante)"
"030710","Type 1","03","07","10","Molluscs; oysters, live, fresh, chilled, frozen, dried, salted or in brine (whether in shell or not)","Mollusques ; huîtres vivantes, fraîches, réfrigérées, congelées, séchées, salées ou en saumure (avec ou sans coquille)"
"030721","Type 1","03","07","21","Molluscs; scallops (including queen scallops of the genera pecten, chlamys or placopecten), live, fresh or chilled (whether in shell or not)","Mollusques ; pétoncles (y compris les pétoncles géants des genres pecten, chlamys ou placopecten), vivants, frais ou réfrigérés (avec ou sans coquille)"
"030729","Type 1","03","07","29","Molluscs; scallops (including queen scallops of the genera pecten, chlamys or placopecten), frozen, dried, salted or in brine (whether in shell or not)","Mollusques ; pétoncles (y compris les pétoncles géants des genres pecten, chlamys ou placopecten), congelés, séchés, salés ou en saumure (avec ou sans coquille)"
"030731","Type 1","03","07","31","Molluscs; mussels (mytilus spp., perna spp.), live, fresh or chilled (whether in shell or not)","Mollusques ; moules (mytilus spp., perna spp.), vivantes, fraîches ou réfrigérées (avec ou sans coquille)"
"030739","Type 1","03","07","39","Molluscs; mussels (mytilus spp., perna spp.), frozen, dried, salted or in brine (whether in shell or not)","Mollusques ; moules (mytilus spp., perna spp.), congelées, séchées, salées ou en saumure (avec ou sans coquille)"
"030741","Type 1","03","07","41","Molluscs; cuttle fish and squid, live, fresh or chilled (whether in shell or not)","Mollusques ; seiches et calamars, vivants, frais ou réfrigérés (avec ou sans coquille)"
"030749","Type 1","03","07","49","Molluscs; cuttle fish and squid, frozen, dried, salted or in brine (whether in shell or not)","Mollusques ; seiches et calamars, congelés, séchés, salés ou en saumure (avec ou sans coquille)"
"030751","Type 1","03","07","51","Molluscs; octopus (octopus spp.), live, fresh or chilled","Mollusques ; poulpe (octopus spp.), vivant, frais ou réfrigéré"
"030759","Type 1","03","07","59","Molluscs; octopus (octopus spp.), frozen, dried, salted or in brine","Mollusques ; poulpe (octopus spp.), congelé, séché, salé ou en saumure"
"030760","Type 1","03","07","60","Molluscs; snails (other than sea snails), live, fresh, chilled, frozen, dried, salted or in brine (whether in shell or not)","Mollusques ; escargots (autres que les escargots de mer), vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure (avec ou sans coquille)"
"030791","Type 1","03","07","91","Molluscs and other aquatic invertebrates; live, fresh or chilled (whether in shell or not), n.e.s. in heading no. 0307","Mollusques et autres invertébrés aquatiques  ; vivants, frais ou réfrigérés (en coquille ou non), n.d.a. dans la rubrique no. 0307"
"030799","Type 1","03","07","99","Molluscs and other aquatic invertebrates; frozen, dried, salted or in brine (whether in shell or not), n.e.s. in heading no. 0307","Mollusques et autres invertébrés aquatiques  ; congelé, séché, salé ou en saumure (même décortiqué), n.d.a. dans la rubrique no. 0307"
"040110","Type 1","04","01","10","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content not exceeding 1% (by weight)","Produits laitiers ; lait et crème, non concentrés, sans addition de sucre ou d'autres édulcorants, d'une teneur en matières grasses n'excédant pas 1 % (en poids)"
"040120","Type 1","04","01","20","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 1% but not exceeding 6% (by weight)","Produits laitiers ; lait et crème, non concentrés, sans addition de sucre ou d'autres édulcorants, d'une teneur en matières grasses excédant 1% mais n'excédant pas 6% (en poids)"
"040130","Type 1","04","01","30","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 6% (by weight)","Produits laitiers ; lait et crème, non concentrés, sans addition de sucre ou d'autres édulcorants, d'une teneur en matières grasses excédant 6 % (en poids)"
"040210","Type 1","04","02","10","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","Produits laitiers ; lait et crème, concentrés ou additionnés de sucre ou d'autres édulcorants, en poudre, granulés ou autres formes solides, d'une teneur en matières grasses n'excédant pas 1,5 % (en poids)"
"040221","Type 1","04","02","21","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Produits laitiers ; lait et crème, concentrés, sans addition de sucre ou d'autres édulcorants, en poudre, granulés ou autres formes solides, d'une teneur en matières grasses excédant 1,5 % (en poids)"
"040229","Type 1","04","02","29","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Produits laitiers ; lait et crème, additionnés de sucre ou d'autres édulcorants, en poudre, granulés ou autres formes solides, d'une teneur en matières grasses excédant 1,5 % (en poids)"
"040291","Type 1","04","02","91","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Produits laitiers ; lait et crème, concentrés, sans addition de sucre ou d'autres édulcorants, autres qu'en poudre, granulés ou autres formes solides"
"040299","Type 1","04","02","99","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Produits laitiers ; lait et crème additionnés de sucre ou d'autres édulcorants, autres qu'en poudre, granulés ou autres formes solides"
"040310","Type 1","04","03","10","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa","Produits laitiers ; yaourt, même concentré ou additionné de sucre ou d'autres édulcorants ou aromatisé ou additionné de fruits ou de cacao"
"040390","Type 1","04","03","90","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit or cocoa (excluding yoghurt)","Produits laitiers ; babeurre, lait ou crème caillés, képhir, lait ou crème fermentés ou acidifiés, même concentrés ou additionnés d'édulcorants, d'arômes, de fruits ou de cacao (à l'exclusion des yaourts)"
"040410","Type 1","04","04","10","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","Produits laitiers ; lactosérum, même concentré ou additionné de sucre ou d'autres édulcorants"
"040490","Type 1","04","04","90","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.s. in chapter 04","Produits laitiers ; constituants naturels du lait (à l'exclusion du lactosérum), même additionnés de sucre ou d'autres édulcorants, n.d.a. au chapitre 04"
"040500","Type 1","04","05","00","Dairy produce; butter and other fats and oils derived from milk","Produits laitiers ; beurre et autres graisses et huiles dérivées du lait"
"040610","Type 1","04","06","10","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","Produits laitiers ; fromage frais (y compris fromage de lactosérum), non fermenté, et caillé"
"040620","Type 1","04","06","20","Dairy produce; cheese of all kinds, grated or powdered","Produits laitiers ; fromages de toutes sortes, râpés ou en poudre"
"040630","Type 1","04","06","30","Dairy produce; cheese, processed (not grated or powdered)","Produits laitiers ; fromage fondu (non râpé ni en poudre)"
"040640","Type 1","04","06","40","Dairy produce; cheese, blue-veined (not grated, powdered or processed)","Produits laitiers ; fromage à pâte persillée (non râpé, en poudre ou transformé)"
"040690","Type 1","04","06","90","Dairy produce; cheese (not grated, powdered or processed), n.e.s. in heading no. 0406","Produits laitiers ; fromage (non râpé, en poudre ou transformé), n.d.a. dans la rubrique no. 0406"
"040700","Type 1","04","07","00","Eggs; birds' eggs, in the shell, fresh, preserved or cooked","Des oeufs ; oeufs d'oiseaux, en coquille, frais, conservés ou cuits"
"040811","Type 1","04","08","11","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","Des oeufs ; oeufs d'oiseaux, jaunes, séchés, avec ou sans addition de sucre ou d'autres édulcorants"
"040819","Type 1","04","08","19","Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","Des oeufs ; oeufs d'oiseaux, jaunes, frais, cuits à la vapeur ou bouillis dans l'eau, moulés, congelés ou autrement conservés, avec ou sans addition de sucre ou d'autres édulcorants"
"040891","Type 1","04","08","91","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","Des oeufs ; oeufs d'oiseaux (non décortiqués, à l'exclusion des jaunes uniquement), séchés, avec ou sans addition de sucre ou d'autres édulcorants"
"040899","Type 1","04","08","99","Eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter","Des oeufs ; oeufs d'oiseaux (non décortiqués, à l'exclusion des jaunes uniquement), frais, cuits à la vapeur ou bouillis dans l'eau, moulés, congelés, autrement conservés, avec ou sans addition de sucre ou d'autres édulcorants"
"040900","Type 1","04","09","00","Honey; natural","Chéri ; Naturel"
"041000","Type 1","04","10","00","Animal products; edible, n.e.s. in this or other chapters","Produits animaux ; comestible, n.d.a. dans ce ou d'autres chapitres"
